Vd_src, Vg_src, Id, Ig
0.000000000000000000e+00,3.699999999999999956e-01,2.500000000000000120e-05,0.000000000000000000e+00
1.000000000000000021e-02,3.699999999999999956e-01,5.670000000000000262e-05,0.000000000000000000e+00
2.000000000000000042e-02,3.699999999999999956e-01,8.919999999999999978e-05,0.000000000000000000e+00
2.999999999999999889e-02,3.699999999999999956e-01,1.251000000000000050e-04,0.000000000000000000e+00
4.000000000000000083e-02,3.699999999999999956e-01,1.579999999999999916e-04,0.000000000000000000e+00
5.000000000000000278e-02,3.699999999999999956e-01,1.925999999999999923e-04,0.000000000000000000e+00
5.999999999999999778e-02,3.699999999999999956e-01,2.269000000000000129e-04,0.000000000000000000e+00
7.000000000000000666e-02,3.699999999999999956e-01,2.593000000000000144e-04,0.000000000000000000e+00
8.000000000000000167e-02,3.699999999999999956e-01,3.040000000000000167e-04,0.000000000000000000e+00
8.999999999999999667e-02,3.699999999999999956e-01,3.309000000000000201e-04,0.000000000000000000e+00
1.000000000000000056e-01,3.699999999999999956e-01,3.606999999999999855e-04,0.000000000000000000e+00
1.100000000000000006e-01,3.699999999999999956e-01,3.937999999999999769e-04,0.000000000000000000e+00
1.199999999999999956e-01,3.699999999999999956e-01,4.253999999999999860e-04,0.000000000000000000e+00
1.300000000000000044e-01,3.699999999999999956e-01,4.621000000000000107e-04,0.000000000000000000e+00
1.400000000000000133e-01,3.699999999999999956e-01,4.970000000000000459e-04,0.000000000000000000e+00
1.499999999999999944e-01,3.699999999999999956e-01,5.305000000000000470e-04,0.000000000000000000e+00
1.600000000000000033e-01,3.699999999999999956e-01,5.649000000000000158e-04,0.000000000000000000e+00
1.700000000000000122e-01,3.699999999999999956e-01,5.982999999999999603e-04,0.000000000000000000e+00
1.799999999999999933e-01,3.699999999999999956e-01,6.308000000000000456e-04,0.000000000000000000e+00
1.900000000000000022e-01,3.699999999999999956e-01,6.620000000000000450e-04,0.000000000000000000e+00
2.000000000000000111e-01,3.699999999999999956e-01,6.993000000000000301e-04,0.000000000000000000e+00
2.099999999999999922e-01,3.699999999999999956e-01,7.320999999999999600e-04,0.000000000000000000e+00
2.200000000000000011e-01,3.699999999999999956e-01,7.659999999999999708e-04,0.000000000000000000e+00
2.300000000000000100e-01,3.699999999999999956e-01,8.021000000000000352e-04,0.000000000000000000e+00
2.399999999999999911e-01,3.699999999999999956e-01,8.314000000000000426e-04,0.000000000000000000e+00
2.500000000000000000e-01,3.699999999999999956e-01,8.677000000000000034e-04,0.000000000000000000e+00
2.600000000000000089e-01,3.699999999999999956e-01,9.009999999999999997e-04,0.000000000000000000e+00
2.700000000000000178e-01,3.699999999999999956e-01,9.338999999999999862e-04,0.000000000000000000e+00
2.800000000000000266e-01,3.699999999999999956e-01,9.684999999999999599e-04,0.000000000000000000e+00
2.899999999999999800e-01,3.699999999999999956e-01,1.000800000000000040e-03,0.000000000000000000e+00
2.999999999999999889e-01,3.699999999999999956e-01,1.033599999999999970e-03,0.000000000000000000e+00
3.099999999999999978e-01,3.699999999999999956e-01,1.067900000000000099e-03,0.000000000000000000e+00
3.200000000000000067e-01,3.699999999999999956e-01,1.102499999999999964e-03,0.000000000000000000e+00
3.300000000000000155e-01,3.699999999999999956e-01,1.135900000000000017e-03,0.000000000000000000e+00
3.400000000000000244e-01,3.699999999999999956e-01,1.170299999999999986e-03,0.000000000000000000e+00
3.499999999999999778e-01,3.699999999999999956e-01,1.202399999999999953e-03,0.000000000000000000e+00
3.599999999999999867e-01,3.699999999999999956e-01,1.238399999999999961e-03,0.000000000000000000e+00
3.699999999999999956e-01,3.699999999999999956e-01,1.268800000000000049e-03,0.000000000000000000e+00
3.800000000000000044e-01,3.699999999999999956e-01,1.303899999999999981e-03,9.999999999999999547e-08
3.900000000000000133e-01,3.699999999999999956e-01,1.337700000000000044e-03,0.000000000000000000e+00
4.000000000000000222e-01,3.699999999999999956e-01,1.369400000000000001e-03,0.000000000000000000e+00
4.099999999999999756e-01,3.699999999999999956e-01,1.403799999999999970e-03,0.000000000000000000e+00
4.199999999999999845e-01,3.699999999999999956e-01,1.432799999999999916e-03,0.000000000000000000e+00
4.299999999999999933e-01,3.699999999999999956e-01,1.470600000000000076e-03,0.000000000000000000e+00
4.400000000000000022e-01,3.699999999999999956e-01,1.507499999999999942e-03,0.000000000000000000e+00
4.500000000000000111e-01,3.699999999999999956e-01,1.537699999999999918e-03,0.000000000000000000e+00
4.600000000000000200e-01,3.699999999999999956e-01,1.569800000000000102e-03,0.000000000000000000e+00
4.699999999999999734e-01,3.699999999999999956e-01,1.602899999999999985e-03,0.000000000000000000e+00
4.799999999999999822e-01,3.699999999999999956e-01,1.636000000000000084e-03,9.999999999999999547e-08
4.899999999999999911e-01,3.699999999999999956e-01,1.670299999999999997e-03,9.999999999999999547e-08
5.000000000000000000e-01,3.699999999999999956e-01,1.696500000000000091e-03,0.000000000000000000e+00
5.100000000000000089e-01,3.699999999999999956e-01,1.737899999999999905e-03,0.000000000000000000e+00
5.200000000000000178e-01,3.699999999999999956e-01,1.770400000000000099e-03,0.000000000000000000e+00
5.300000000000000266e-01,3.699999999999999956e-01,1.805100000000000020e-03,0.000000000000000000e+00
5.400000000000000355e-01,3.699999999999999956e-01,1.838199999999999903e-03,0.000000000000000000e+00
5.500000000000000444e-01,3.699999999999999956e-01,1.874199999999999911e-03,0.000000000000000000e+00
5.600000000000000533e-01,3.699999999999999956e-01,1.897900000000000108e-03,0.000000000000000000e+00
5.699999999999999512e-01,3.699999999999999956e-01,1.937499999999999986e-03,0.000000000000000000e+00
5.799999999999999600e-01,3.699999999999999956e-01,1.972199999999999908e-03,0.000000000000000000e+00
5.899999999999999689e-01,3.699999999999999956e-01,2.003500000000000072e-03,0.000000000000000000e+00
5.999999999999999778e-01,3.699999999999999956e-01,2.028999999999999988e-03,0.000000000000000000e+00
6.099999999999999867e-01,3.699999999999999956e-01,2.069599999999999999e-03,0.000000000000000000e+00
6.199999999999999956e-01,3.699999999999999956e-01,2.103700000000000014e-03,0.000000000000000000e+00
6.300000000000000044e-01,3.699999999999999956e-01,2.131699999999999828e-03,0.000000000000000000e+00
6.400000000000000133e-01,3.699999999999999956e-01,2.173200000000000132e-03,0.000000000000000000e+00
6.500000000000000222e-01,3.699999999999999956e-01,2.203099999999999937e-03,0.000000000000000000e+00
6.600000000000000311e-01,3.699999999999999956e-01,2.234499999999999941e-03,0.000000000000000000e+00
6.700000000000000400e-01,3.699999999999999956e-01,2.267799999999999937e-03,0.000000000000000000e+00
6.800000000000000488e-01,3.699999999999999956e-01,2.300599999999999867e-03,0.000000000000000000e+00
6.899999999999999467e-01,3.699999999999999956e-01,2.333099999999999844e-03,0.000000000000000000e+00
6.999999999999999556e-01,3.699999999999999956e-01,2.365799999999999934e-03,0.000000000000000000e+00
7.099999999999999645e-01,3.699999999999999956e-01,2.402699999999999801e-03,0.000000000000000000e+00
7.199999999999999734e-01,3.699999999999999956e-01,2.438899999999999922e-03,0.000000000000000000e+00
7.299999999999999822e-01,3.699999999999999956e-01,2.465900000000000036e-03,0.000000000000000000e+00
7.399999999999999911e-01,3.699999999999999956e-01,2.495700000000000002e-03,0.000000000000000000e+00
7.500000000000000000e-01,3.699999999999999956e-01,2.530899999999999990e-03,0.000000000000000000e+00
7.600000000000000089e-01,3.699999999999999956e-01,2.562399999999999834e-03,0.000000000000000000e+00
7.700000000000000178e-01,3.699999999999999956e-01,2.595000000000000084e-03,0.000000000000000000e+00
7.800000000000000266e-01,3.699999999999999956e-01,2.626199999999999975e-03,0.000000000000000000e+00
7.900000000000000355e-01,3.699999999999999956e-01,2.659200000000000019e-03,0.000000000000000000e+00
8.000000000000000444e-01,3.699999999999999956e-01,2.692099999999999788e-03,0.000000000000000000e+00
8.100000000000000533e-01,3.699999999999999956e-01,2.743799999999999798e-03,0.000000000000000000e+00
8.199999999999999512e-01,3.699999999999999956e-01,2.757799999999999922e-03,0.000000000000000000e+00
8.299999999999999600e-01,3.699999999999999956e-01,2.789699999999999992e-03,0.000000000000000000e+00
8.399999999999999689e-01,3.699999999999999956e-01,2.821199999999999836e-03,0.000000000000000000e+00
8.499999999999999778e-01,3.699999999999999956e-01,2.851400000000000028e-03,0.000000000000000000e+00
8.599999999999999867e-01,3.699999999999999956e-01,2.886099999999999950e-03,0.000000000000000000e+00
8.699999999999999956e-01,3.699999999999999956e-01,2.916800000000000209e-03,0.000000000000000000e+00
8.800000000000000044e-01,3.699999999999999956e-01,2.947899999999999826e-03,0.000000000000000000e+00
8.900000000000000133e-01,3.699999999999999956e-01,2.982199999999999955e-03,0.000000000000000000e+00
9.000000000000000222e-01,3.699999999999999956e-01,3.013800000000000073e-03,0.000000000000000000e+00
9.100000000000000311e-01,3.699999999999999956e-01,3.044799999999999850e-03,0.000000000000000000e+00
9.200000000000000400e-01,3.699999999999999956e-01,3.076699999999999921e-03,0.000000000000000000e+00
9.300000000000000488e-01,3.699999999999999956e-01,3.109600000000000124e-03,0.000000000000000000e+00
9.399999999999999467e-01,3.699999999999999956e-01,3.141300000000000082e-03,0.000000000000000000e+00
9.499999999999999556e-01,3.699999999999999956e-01,3.172299999999999860e-03,0.000000000000000000e+00
9.599999999999999645e-01,3.699999999999999956e-01,3.205099999999999789e-03,9.999999999999999547e-08
9.699999999999999734e-01,3.699999999999999956e-01,3.235500000000000095e-03,9.999999999999999547e-08
9.799999999999999822e-01,3.699999999999999956e-01,3.270100000000000177e-03,0.000000000000000000e+00
9.899999999999999911e-01,3.699999999999999956e-01,3.301399999999999908e-03,0.000000000000000000e+00
1.000000000000000000e+00,3.699999999999999956e-01,3.333800000000000045e-03,0.000000000000000000e+00
1.010000000000000009e+00,3.699999999999999956e-01,3.358299999999999827e-03,0.000000000000000000e+00
1.020000000000000018e+00,3.699999999999999956e-01,3.396999999999999846e-03,0.000000000000000000e+00
1.030000000000000027e+00,3.699999999999999956e-01,3.429300000000000143e-03,0.000000000000000000e+00
1.040000000000000036e+00,3.699999999999999956e-01,3.464099999999999905e-03,0.000000000000000000e+00
1.050000000000000044e+00,3.699999999999999956e-01,3.496400000000000202e-03,0.000000000000000000e+00
1.060000000000000053e+00,3.699999999999999956e-01,3.527600000000000093e-03,0.000000000000000000e+00
1.070000000000000062e+00,3.699999999999999956e-01,3.559800000000000117e-03,0.000000000000000000e+00
1.080000000000000071e+00,3.699999999999999956e-01,3.592000000000000141e-03,0.000000000000000000e+00
1.090000000000000080e+00,3.699999999999999956e-01,3.625800000000000203e-03,0.000000000000000000e+00
1.100000000000000089e+00,3.699999999999999956e-01,3.664399999999999949e-03,0.000000000000000000e+00
1.110000000000000098e+00,3.699999999999999956e-01,3.687900000000000032e-03,9.999999999999999547e-08
1.120000000000000107e+00,3.699999999999999956e-01,3.725200000000000126e-03,0.000000000000000000e+00
1.129999999999999893e+00,3.699999999999999956e-01,3.759999999999999887e-03,0.000000000000000000e+00
1.139999999999999902e+00,3.699999999999999956e-01,3.798699999999999907e-03,0.000000000000000000e+00
1.149999999999999911e+00,3.699999999999999956e-01,3.832499999999999969e-03,0.000000000000000000e+00
1.159999999999999920e+00,3.699999999999999956e-01,3.867799999999999797e-03,0.000000000000000000e+00
1.169999999999999929e+00,3.699999999999999956e-01,3.903499999999999852e-03,0.000000000000000000e+00
1.179999999999999938e+00,3.699999999999999956e-01,3.938800000000000114e-03,0.000000000000000000e+00
1.189999999999999947e+00,3.699999999999999956e-01,3.974600000000000008e-03,9.999999999999999547e-08
1.199999999999999956e+00,3.699999999999999956e-01,4.009600000000000317e-03,9.999999999999999547e-08
1.209999999999999964e+00,3.699999999999999956e-01,4.049399999999999875e-03,9.999999999999999547e-08
1.219999999999999973e+00,3.699999999999999956e-01,4.083599999999999730e-03,0.000000000000000000e+00
1.229999999999999982e+00,3.699999999999999956e-01,4.121399999999999890e-03,0.000000000000000000e+00
1.239999999999999991e+00,3.699999999999999956e-01,4.175299999999999845e-03,0.000000000000000000e+00
1.250000000000000000e+00,3.699999999999999956e-01,4.198200000000000022e-03,0.000000000000000000e+00
1.260000000000000009e+00,3.699999999999999956e-01,4.235499999999999682e-03,0.000000000000000000e+00
1.270000000000000018e+00,3.699999999999999956e-01,4.277300000000000373e-03,0.000000000000000000e+00
1.280000000000000027e+00,3.699999999999999956e-01,4.315000000000000259e-03,0.000000000000000000e+00
1.290000000000000036e+00,3.699999999999999956e-01,4.355399999999999723e-03,0.000000000000000000e+00
1.300000000000000044e+00,3.699999999999999956e-01,4.393799999999999789e-03,0.000000000000000000e+00
1.310000000000000053e+00,3.699999999999999956e-01,4.436100000000000113e-03,0.000000000000000000e+00
1.320000000000000062e+00,3.699999999999999956e-01,4.471499999999999780e-03,0.000000000000000000e+00
1.330000000000000071e+00,3.699999999999999956e-01,4.511600000000000159e-03,0.000000000000000000e+00
1.340000000000000080e+00,3.699999999999999956e-01,4.555199999999999701e-03,0.000000000000000000e+00
1.350000000000000089e+00,3.699999999999999956e-01,4.600199999999999602e-03,0.000000000000000000e+00
1.360000000000000098e+00,3.699999999999999956e-01,4.634799999999999684e-03,0.000000000000000000e+00
1.370000000000000107e+00,3.699999999999999956e-01,4.675699999999999648e-03,0.000000000000000000e+00
1.379999999999999893e+00,3.699999999999999956e-01,4.721399999999999729e-03,0.000000000000000000e+00
1.389999999999999902e+00,3.699999999999999956e-01,4.757100000000000217e-03,0.000000000000000000e+00
1.399999999999999911e+00,3.699999999999999956e-01,4.839200000000000099e-03,0.000000000000000000e+00
1.409999999999999920e+00,3.699999999999999956e-01,4.842299999999999903e-03,0.000000000000000000e+00
1.419999999999999929e+00,3.699999999999999956e-01,4.884399999999999679e-03,0.000000000000000000e+00
1.429999999999999938e+00,3.699999999999999956e-01,4.929399999999999581e-03,0.000000000000000000e+00
1.439999999999999947e+00,3.699999999999999956e-01,4.972800000000000310e-03,0.000000000000000000e+00
1.449999999999999956e+00,3.699999999999999956e-01,5.013600000000000001e-03,0.000000000000000000e+00
1.459999999999999964e+00,3.699999999999999956e-01,5.056200000000000278e-03,0.000000000000000000e+00
1.469999999999999973e+00,3.699999999999999956e-01,5.098100000000000374e-03,0.000000000000000000e+00
1.479999999999999982e+00,3.699999999999999956e-01,5.143599999999999908e-03,9.999999999999999547e-08
1.489999999999999991e+00,3.699999999999999956e-01,5.187299999999999724e-03,0.000000000000000000e+00
1.500000000000000000e+00,3.699999999999999956e-01,5.236900000000000062e-03,0.000000000000000000e+00
1.510000000000000009e+00,3.699999999999999956e-01,5.275199999999999854e-03,0.000000000000000000e+00
1.520000000000000018e+00,3.699999999999999956e-01,5.316799999999999998e-03,0.000000000000000000e+00
1.530000000000000027e+00,3.699999999999999956e-01,5.356999999999999783e-03,0.000000000000000000e+00
1.540000000000000036e+00,3.699999999999999956e-01,5.403200000000000364e-03,0.000000000000000000e+00
1.550000000000000044e+00,3.699999999999999956e-01,5.456199999999999592e-03,0.000000000000000000e+00
1.560000000000000053e+00,3.699999999999999956e-01,5.491499999999999854e-03,0.000000000000000000e+00
1.570000000000000062e+00,3.699999999999999956e-01,5.532600000000000365e-03,9.999999999999999547e-08
1.580000000000000071e+00,3.699999999999999956e-01,5.578800000000000078e-03,0.000000000000000000e+00
1.590000000000000080e+00,3.699999999999999956e-01,5.621600000000000034e-03,0.000000000000000000e+00
1.600000000000000089e+00,3.699999999999999956e-01,5.666199999999999709e-03,0.000000000000000000e+00
1.610000000000000098e+00,3.699999999999999956e-01,5.708900000000000259e-03,0.000000000000000000e+00
1.620000000000000107e+00,3.699999999999999956e-01,5.750599999999999809e-03,0.000000000000000000e+00
1.629999999999999893e+00,3.699999999999999956e-01,5.795800000000000257e-03,0.000000000000000000e+00
1.639999999999999902e+00,3.699999999999999956e-01,5.838900000000000166e-03,0.000000000000000000e+00
1.649999999999999911e+00,3.699999999999999956e-01,5.877099999999999685e-03,0.000000000000000000e+00
1.659999999999999920e+00,3.699999999999999956e-01,5.924999999999999711e-03,0.000000000000000000e+00
1.669999999999999929e+00,3.699999999999999956e-01,5.971399999999999972e-03,0.000000000000000000e+00
1.679999999999999938e+00,3.699999999999999956e-01,6.014000000000000248e-03,0.000000000000000000e+00
1.689999999999999947e+00,3.699999999999999956e-01,6.059199999999999829e-03,0.000000000000000000e+00
1.699999999999999956e+00,3.699999999999999956e-01,6.102899999999999645e-03,0.000000000000000000e+00
1.709999999999999964e+00,3.699999999999999956e-01,6.145799999999999874e-03,0.000000000000000000e+00
1.719999999999999973e+00,3.699999999999999956e-01,6.188899999999999783e-03,0.000000000000000000e+00
1.729999999999999982e+00,3.699999999999999956e-01,6.231999999999999693e-03,0.000000000000000000e+00
1.739999999999999991e+00,3.699999999999999956e-01,6.272500000000000298e-03,0.000000000000000000e+00
1.750000000000000000e+00,3.699999999999999956e-01,6.318800000000000285e-03,0.000000000000000000e+00
1.760000000000000009e+00,3.699999999999999956e-01,6.361300000000000288e-03,0.000000000000000000e+00
