Vd_src, Vg_src, Id, Ig
0.000000000000000000e+00,1.479999999999999982e+00,1.469999999999999986e-05,9.999999999999999547e-08
1.000000000000000021e-02,1.479999999999999982e+00,3.070000000000000083e-05,9.999999999999999547e-08
2.000000000000000042e-02,1.479999999999999982e+00,4.600000000000000004e-05,9.999999999999999547e-08
2.999999999999999889e-02,1.479999999999999982e+00,6.270000000000000616e-05,9.999999999999999547e-08
4.000000000000000083e-02,1.479999999999999982e+00,7.760000000000000242e-05,9.999999999999999547e-08
5.000000000000000278e-02,1.479999999999999982e+00,9.399999999999999448e-05,9.999999999999999547e-08
5.999999999999999778e-02,1.479999999999999982e+00,1.086999999999999994e-04,9.999999999999999547e-08
7.000000000000000666e-02,1.479999999999999982e+00,1.250000000000000026e-04,9.999999999999999547e-08
8.000000000000000167e-02,1.479999999999999982e+00,1.418000000000000044e-04,9.999999999999999547e-08
8.999999999999999667e-02,1.479999999999999982e+00,1.580999999999999940e-04,9.999999999999999547e-08
1.000000000000000056e-01,1.479999999999999982e+00,1.731000000000000062e-04,9.999999999999999547e-08
1.100000000000000006e-01,1.479999999999999982e+00,1.905999999999999979e-04,9.999999999999999547e-08
1.199999999999999956e-01,1.479999999999999982e+00,2.064000000000000025e-04,9.999999999999999547e-08
1.300000000000000044e-01,1.479999999999999982e+00,2.218999999999999998e-04,9.999999999999999547e-08
1.400000000000000133e-01,1.479999999999999982e+00,2.382999999999999919e-04,9.999999999999999547e-08
1.499999999999999944e-01,1.479999999999999982e+00,2.540999999999999964e-04,9.999999999999999547e-08
1.600000000000000033e-01,1.479999999999999982e+00,2.723000000000000051e-04,9.999999999999999547e-08
1.700000000000000122e-01,1.479999999999999982e+00,2.867999999999999781e-04,9.999999999999999547e-08
1.799999999999999933e-01,1.479999999999999982e+00,3.041000000000000192e-04,9.999999999999999547e-08
1.900000000000000022e-01,1.479999999999999982e+00,3.208999999999999938e-04,9.999999999999999547e-08
2.000000000000000111e-01,1.479999999999999982e+00,3.366999999999999984e-04,9.999999999999999547e-08
2.099999999999999922e-01,1.479999999999999982e+00,3.534000000000000249e-04,9.999999999999999547e-08
2.200000000000000011e-01,1.479999999999999982e+00,3.687000000000000173e-04,9.999999999999999547e-08
2.300000000000000100e-01,1.479999999999999982e+00,3.860000000000000041e-04,9.999999999999999547e-08
2.399999999999999911e-01,1.479999999999999982e+00,4.065000000000000145e-04,9.999999999999999547e-08
2.500000000000000000e-01,1.479999999999999982e+00,4.190999999999999955e-04,9.999999999999999547e-08
2.600000000000000089e-01,1.479999999999999982e+00,4.361999999999999775e-04,9.999999999999999547e-08
2.700000000000000178e-01,1.479999999999999982e+00,4.529000000000000040e-04,9.999999999999999547e-08
2.800000000000000266e-01,1.479999999999999982e+00,4.700999999999999884e-04,9.999999999999999547e-08
2.899999999999999800e-01,1.479999999999999982e+00,4.850999999999999735e-04,9.999999999999999547e-08
2.999999999999999889e-01,1.479999999999999982e+00,5.025999999999999652e-04,9.999999999999999547e-08
3.099999999999999978e-01,1.479999999999999982e+00,5.218999999999999464e-04,9.999999999999999547e-08
3.200000000000000067e-01,1.479999999999999982e+00,5.354999999999999517e-04,9.999999999999999547e-08
3.300000000000000155e-01,1.479999999999999982e+00,5.534000000000000074e-04,9.999999999999999547e-08
3.400000000000000244e-01,1.479999999999999982e+00,5.701999999999999820e-04,9.999999999999999547e-08
3.499999999999999778e-01,1.479999999999999982e+00,5.873000000000000182e-04,9.999999999999999547e-08
3.599999999999999867e-01,1.479999999999999982e+00,6.028999999999999637e-04,9.999999999999999547e-08
3.699999999999999956e-01,1.479999999999999982e+00,6.264999999999999953e-04,9.999999999999999547e-08
3.800000000000000044e-01,1.479999999999999982e+00,6.386999999999999665e-04,9.999999999999999547e-08
3.900000000000000133e-01,1.479999999999999982e+00,6.560000000000000076e-04,9.999999999999999547e-08
4.000000000000000222e-01,1.479999999999999982e+00,6.723999999999999725e-04,9.999999999999999547e-08
4.099999999999999756e-01,1.479999999999999982e+00,6.907000000000000379e-04,9.999999999999999547e-08
4.199999999999999845e-01,1.479999999999999982e+00,7.058999999999999737e-04,9.999999999999999547e-08
4.299999999999999933e-01,1.479999999999999982e+00,7.259999999999999743e-04,9.999999999999999547e-08
4.400000000000000022e-01,1.479999999999999982e+00,7.420000000000000380e-04,9.999999999999999547e-08
4.500000000000000111e-01,1.479999999999999982e+00,7.571999999999999738e-04,9.999999999999999547e-08
4.600000000000000200e-01,1.479999999999999982e+00,7.757000000000000440e-04,9.999999999999999547e-08
4.699999999999999734e-01,1.479999999999999982e+00,7.944999999999999589e-04,9.999999999999999547e-08
4.799999999999999822e-01,1.479999999999999982e+00,8.117000000000000517e-04,9.999999999999999547e-08
4.899999999999999911e-01,1.479999999999999982e+00,8.281000000000000166e-04,9.999999999999999547e-08
5.000000000000000000e-01,1.479999999999999982e+00,8.465999999999999784e-04,9.999999999999999547e-08
5.100000000000000089e-01,1.479999999999999982e+00,8.631000000000000000e-04,9.999999999999999547e-08
5.200000000000000178e-01,1.479999999999999982e+00,8.802000000000000362e-04,9.999999999999999547e-08
